z_percentile,if_percentile,cusum_min_h,z_thr_crisis,z_thr_post,if_thr,n_alerts,alerts_per_month,n_tp_72h,n_tp_7d,precision_72h,precision_7d,precision_30d,recall_event,n_events_in_window,n_events_detected,fp_rate_per_month_outside_72h,median_lag_hours
97.0,95,3,1.067329009381242,2.6707328708133535,0.48496240887865055,265,7.3661529680365305,27,32,0.1018867924528302,0.12075471698113208,0.7584905660377359,0.5416666666666666,24,13,6.615639269406393,441.0
97.0,95,5,1.067329009381242,2.6707328708133535,0.48496240887865055,207,5.753938356164384,20,24,0.0966183574879227,0.11594202898550725,0.782608695652174,0.5416666666666666,24,13,5.198002283105023,443.0
97.0,98,1,1.067329009381242,2.6707328708133535,0.5939604467248247,318,8.839383561643837,35,46,0.11006289308176101,0.14465408805031446,0.7452830188679245,0.7916666666666666,24,19,7.866495433789955,368.0
97.0,98,2,1.067329009381242,2.6707328708133535,0.5939604467248247,257,7.143778538812786,26,32,0.10116731517509728,0.1245136186770428,0.7626459143968871,0.6666666666666666,24,16,6.421061643835617,404.5
97.0,98,3,1.067329009381242,2.6707328708133535,0.5939604467248247,222,6.170890410958904,21,26,0.0945945945945946,0.11711711711711711,0.7792792792792793,0.5416666666666666,24,13,5.587157534246575,441.0
97.0,98,5,1.067329009381242,2.6707328708133535,0.5939604467248247,179,4.975627853881279,15,19,0.08379888268156424,0.10614525139664804,0.7988826815642458,0.5416666666666666,24,13,4.558675799086759,443.0
99.0,80,1,5.742617290921714,6.1080076925593545,0.340800554591596,158,4.39189497716895,33,40,0.2088607594936709,0.25316455696202533,0.740506329113924,0.8333333333333334,24,20,3.4746004566210047,368.0
99.0,80,2,5.742617290921714,6.1080076925593545,0.340800554591596,97,2.6962899543378995,21,23,0.21649484536082475,0.23711340206185566,0.7628865979381443,0.6666666666666666,24,16,2.112557077625571,525.5
99.0,80,3,5.742617290921714,6.1080076925593545,0.340800554591596,68,1.8901826484018267,15,16,0.22058823529411764,0.23529411764705882,0.7941176470588235,0.5416666666666666,24,13,1.473230593607306,777.0
99.0,80,5,5.742617290921714,6.1080076925593545,0.340800554591596,44,1.2230593607305937,8,9,0.18181818181818182,0.20454545454545456,0.8181818181818182,0.5416666666666666,24,13,1.0006849315068493,779.0
99.0,85,1,5.742617290921714,6.1080076925593545,0.37471741925003604,157,4.364098173515982,33,40,0.21019108280254778,0.25477707006369427,0.7388535031847133,0.8333333333333334,24,20,3.4468036529680366,368.0
99.0,85,2,5.742617290921714,6.1080076925593545,0.37471741925003604,96,2.668493150684932,21,23,0.21875,0.23958333333333334,0.7604166666666666,0.6666666666666666,24,16,2.084760273972603,525.5
99.0,85,3,5.742617290921714,6.1080076925593545,0.37471741925003604,68,1.8901826484018267,15,16,0.22058823529411764,0.23529411764705882,0.7941176470588235,0.5416666666666666,24,13,1.473230593607306,777.0
99.0,85,5,5.742617290921714,6.1080076925593545,0.37471741925003604,44,1.2230593607305937,8,9,0.18181818181818182,0.20454545454545456,0.8181818181818182,0.5416666666666666,24,13,1.0006849315068493,779.0
99.0,90,1,5.742617290921714,6.1080076925593545,0.4197262263376946,156,4.336301369863014,33,40,0.21153846153846154,0.2564102564102564,0.7435897435897436,0.8333333333333334,24,20,3.419006849315069,368.0
99.0,90,2,5.742617290921714,6.1080076925593545,0.4197262263376946,96,2.668493150684932,21,23,0.21875,0.23958333333333334,0.7604166666666666,0.6666666666666666,24,16,2.084760273972603,525.5
99.0,90,3,5.742617290921714,6.1080076925593545,0.4197262263376946,68,1.8901826484018267,15,16,0.22058823529411764,0.23529411764705882,0.7941176470588235,0.5416666666666666,24,13,1.473230593607306,777.0
99.0,90,5,5.742617290921714,6.1080076925593545,0.4197262263376946,44,1.2230593607305937,8,9,0.18181818181818182,0.20454545454545456,0.8181818181818182,0.5416666666666666,24,13,1.0006849315068493,779.0
99.0,95,1,5.742617290921714,6.1080076925593545,0.48496240887865055,151,4.197317351598174,30,37,0.1986754966887417,0.24503311258278146,0.7350993377483444,0.75,24,18,3.3634132420091327,357.5
99.0,95,2,5.742617290921714,6.1080076925593545,0.48496240887865055,94,2.6128995433789957,20,22,0.2127659574468085,0.23404255319148937,0.7553191489361702,0.625,24,15,2.056963470319635,611.0
99.0,95,3,5.742617290921714,6.1080076925593545,0.48496240887865055,68,1.8901826484018267,15,16,0.22058823529411764,0.23529411764705882,0.7941176470588235,0.5416666666666666,24,13,1.473230593607306,777.0
99.0,95,5,5.742617290921714,6.1080076925593545,0.48496240887865055,44,1.2230593607305937,8,9,0.18181818181818182,0.20454545454545456,0.8181818181818182,0.5416666666666666,24,13,1.0006849315068493,779.0
99.0,98,1,5.742617290921714,6.1080076925593545,0.5939604467248247,129,3.585787671232877,21,28,0.16279069767441862,0.21705426356589147,0.6976744186046512,0.75,24,18,3.0020547945205482,368.0
99.0,98,2,5.742617290921714,6.1080076925593545,0.5939604467248247,83,2.3071347031963474,15,17,0.18072289156626506,0.20481927710843373,0.7228915662650602,0.5833333333333334,24,14,1.8901826484018267,767.0
