episode_id,start,end,duration_hours,regime,max_alert_level,max_score,max_residual,mean_residual,max_atc_fatigue
474,2021-02-09 07:00:00,2021-02-11 23:00:00,65,pre_crisis,naranja,0.6966301307237718,1.8075041770935059,0.20436089847109729,4.0
346,2020-08-27 07:00:00,2020-08-27 14:00:00,8,pre_crisis,naranja,0.696562785673171,1.6481767940521195,0.33774611070752236,7.0
916,2023-01-18 08:00:00,2023-01-18 12:00:00,5,excepcion_iberica,naranja,0.6956205440868524,1.8812806463241571,0.4460150675177573,56.0
1116,2023-04-24 13:00:00,2023-04-25 12:00:00,24,excepcion_iberica,naranja,0.6952046309966378,1.7286935329437227,0.20934058142360298,681.0
290,2020-04-03 01:00:00,2020-04-03 10:00:00,10,pre_crisis,naranja,0.6921497446413244,1.5007518005371097,0.17526832622755323,1.0
126,2019-04-19 01:00:00,2019-04-19 10:00:00,10,pre_crisis,naranja,0.6921169733706485,1.5824872589111294,0.39317833480285386,5.0
176,2019-10-15 01:00:00,2019-10-16 01:00:00,25,pre_crisis,naranja,0.691601392160981,1.4705994224548355,0.1561272288449108,5.0
448,2021-01-13 23:00:00,2021-01-14 02:00:00,4,pre_crisis,naranja,0.6901455993264725,1.3637321853637587,0.42757643623277275,1.0
386,2020-10-18 18:00:00,2020-10-19 07:00:00,14,pre_crisis,naranja,0.6899513864512347,1.8682552909851111,0.18200822936370997,2.0
570,2021-08-18 00:00:00,2021-08-18 05:00:00,6,pre_crisis,naranja,0.6891250718859081,1.4779071426391681,0.4342556464175402,2.0
520,2021-04-13 08:00:00,2021-04-13 20:00:00,13,pre_crisis,naranja,0.6872779726893272,1.8061921691894582,0.2881293882182442,2.0
1500,2023-12-27 04:00:00,2023-12-27 05:00:00,2,excepcion_iberica,naranja,0.6865591534739367,1.755677671432494,1.1588626658916468,13.0
402,2020-11-15 11:00:00,2020-11-16 10:00:00,24,pre_crisis,naranja,0.6859331964660051,1.403679256439208,0.1857201814395375,3.0
270,2020-03-08 01:00:00,2020-03-08 08:00:00,8,pre_crisis,naranja,0.6839082083893195,1.3855245304107662,0.35474321226763905,5.0
90,2019-03-04 01:00:00,2019-03-04 06:00:00,6,pre_crisis,naranja,0.6809369154751207,1.4435007476806643,0.5000202509760857,5.0
468,2021-01-25 08:00:00,2021-01-25 19:00:00,12,pre_crisis,naranja,0.6789032032176926,1.661525382995606,0.17556816421914925,3.0
1596,2024-03-18 06:00:00,2024-03-19 08:00:00,27,post_excepcion,naranja,0.6749545995671378,8.12083480358124,1.4889929714412606,28.0
316,2020-05-23 18:00:00,2020-05-24 19:00:00,26,pre_crisis,naranja,0.6738582347053123,1.2747550964355483,0.22604907513417016,9.0
408,2020-11-24 08:00:00,2020-11-24 21:00:00,14,pre_crisis,naranja,0.6737820494552512,1.2737110137939496,0.12244262227522487,1.0
854,2022-10-30 02:00:00,2022-10-30 09:00:00,8,excepcion_iberica,naranja,0.67293874276558,1.5951555252075167,0.38487535431981,17.0
480,2021-02-16 08:00:00,2021-02-16 15:00:00,8,pre_crisis,naranja,0.6722625090080553,1.3325453186035148,0.1837847350933588,1.0
882,2022-12-16 07:00:00,2022-12-16 20:00:00,14,excepcion_iberica,naranja,0.6720963645013879,1.2035858154296761,0.27331310629046307,426.0
74,2019-02-11 00:00:00,2019-02-11 04:00:00,5,pre_crisis,naranja,0.6709335725094735,1.3429120254516604,0.40031445145607164,4.0
832,2022-09-27 06:00:00,2022-09-27 12:00:00,7,excepcion_iberica,naranja,0.67076526080814,1.1968377828598022,0.28099944266224547,33.0
964,2023-02-16 07:00:00,2023-02-16 19:00:00,13,excepcion_iberica,naranja,0.6681635866476369,1.6682893323898327,0.23569169039050036,759.0
720,2022-06-27 07:00:00,2022-06-27 09:00:00,3,excepcion_iberica,naranja,0.6672400203847105,1.671225814819337,0.7869423946738247,1.0
86,2019-02-23 04:00:00,2019-02-23 08:00:00,5,pre_crisis,naranja,0.6668732887915992,1.2685239601135265,0.620377561330794,4.0
406,2020-11-23 17:00:00,2020-11-23 22:00:00,6,pre_crisis,naranja,0.6667478504840014,1.2274873161315938,0.23943395097895248,1.0
