regime,rmse_unified,rmse_regime,r2_unified,r2_regime,mae_unified,mae_regime,recall_unified,recall_regime,winner_rmse,delta_rmse_pct
pre_crisis,1.6284064572911299,1.6544858390715527,0.28155564058407223,0.25835919542456753,0.4160344509936197,0.3597358848203883,0.5254237288135594,0.5254237288135594,unified,1.6015277797292762
crisis_y_excepcion,3.5649648788199193,2.918422053692858,0.1421580824661488,0.4250991516968141,0.6433955037180802,0.5257097629660799,0.46875,0.4375,regime,-18.1360222920648
post_excepcion,2.260949153574523,2.295146275216775,0.2261164976829575,0.2025292991586053,0.6461495044554584,0.5050511436598819,0.5227272727272727,0.5,unified,1.5125117514556663
