model,rmse,pinball_q95,residual_mean,residual_autocorr_lag1
v3_baseline,3.4111995792287675,0.4544010690614043,-0.07313334792284056,0.2752573901440321
v3_AR6_corrected,3.5803915385342946,0.49892807023296454,-0.08884405229530576,0.3904982446102117
AR1_benchmark,3.4238310415291453,0.3299811166706494,,
